,0,1,2,3
635,3.0,0.0,8.0,50.0
636,4.0,0.0,4.0,29.0
637,2.0,0.0,4.0,32.0
638,3.0,0.0,8.0,51.0
639,5.0,0.0,3.0,27.0
640,9.0,-0.0,1.0,18.0
641,3.0,0.0,8.0,52.0
642,7.0,0.0,1.0,20.0
643,6.0,0.0,2.0,24.0
644,1.0,0.0,5.0,35.0
645,4.0,50.0,5.0,29.0
646,5.0,0.0,3.0,28.0
647,4.0,0.0,5.0,30.0
648,4.0,0.0,5.0,31.0
649,1.0,100.0,6.0,35.0
650,5.0,0.0,3.0,29.0
651,9.0,-0.0,1.0,19.0
652,6.0,0.0,2.0,25.0
653,1.0,0.0,6.0,36.0
654,9.0,-0.0,1.0,20.0
655,1.0,0.0,6.0,37.0
656,2.0,0.0,4.0,33.0
657,1.0,0.0,6.0,38.0
658,2.0,0.0,4.0,34.0
659,5.0,0.0,3.0,30.0
660,8.0,-0.0,1.0,15.0
661,8.0,-0.0,1.0,16.0
662,4.0,0.0,5.0,32.0
663,8.0,-82.0,1.0,17.0
664,4.0,0.0,5.0,33.0
665,3.0,0.0,8.0,53.0
666,1.0,0.0,6.0,39.0
667,5.0,0.0,3.0,31.0
668,1.0,0.0,6.0,40.0
669,1.0,0.0,6.0,41.0
670,9.0,-0.0,1.0,21.0
671,6.0,0.0,2.0,26.0
672,4.0,0.0,5.0,34.0
673,1.0,0.0,6.0,42.0
674,0.0,0.0,2.0,24.0
675,3.0,0.0,8.0,54.0
676,1.0,0.0,6.0,43.0
677,1.0,100.0,7.0,43.0
678,3.0,0.0,8.0,55.0
679,1.0,0.0,7.0,44.0
680,4.0,0.0,5.0,35.0
681,3.0,0.0,8.0,56.0
682,3.0,0.0,8.0,57.0
683,1.0,0.0,7.0,45.0
684,3.0,0.0,8.0,58.0
685,4.0,0.0,5.0,36.0
686,3.0,0.0,8.0,59.0
687,5.0,0.0,3.0,32.0
688,1.0,0.0,7.0,46.0
689,4.0,0.0,5.0,37.0
690,3.0,0.0,8.0,60.0
691,1.0,0.0,7.0,47.0
692,1.0,100.0,8.0,47.0
693,4.0,0.0,5.0,38.0
694,2.0,50.0,5.0,34.0
695,3.0,0.0,8.0,61.0
696,1.0,100.0,9.0,47.0
697,1.0,0.0,9.0,48.0
698,1.0,0.0,9.0,49.0
699,2.0,0.0,5.0,35.0
700,1.0,0.0,9.0,50.0
701,1.0,0.0,9.0,51.0
702,5.0,0.0,3.0,33.0
703,1.0,0.0,9.0,52.0
704,1.0,100.0,10.0,52.0
705,1.0,0.0,10.0,53.0
706,1.0,0.0,10.0,54.0
707,1.0,0.0,10.0,55.0
708,2.0,0.0,5.0,36.0
709,1.0,0.0,10.0,56.0
710,2.0,0.0,5.0,37.0
711,2.0,0.0,5.0,38.0
712,1.0,0.0,10.0,57.0
713,1.0,0.0,10.0,58.0
714,2.0,0.0,5.0,39.0
715,1.0,100.0,11.0,58.0
716,3.0,0.0,8.0,62.0
717,1.0,100.0,12.0,58.0
718,4.0,50.0,6.0,38.0
719,1.0,0.0,12.0,59.0
720,4.0,50.0,2.0,1.0
721,0.0,0.0,1.0,2.0
722,3.0,0.0,1.0,2.0
723,4.0,0.0,2.0,2.0
724,7.0,0.0,1.0,2.0
725,9.0,-0.0,1.0,2.0
726,5.0,0.0,1.0,2.0
727,6.0,0.0,1.0,2.0
728,1.0,100.0,2.0,1.0
729,1.0,0.0,2.0,2.0
730,4.0,0.0,2.0,3.0
731,1.0,0.0,2.0,3.0
732,0.0,0.0,1.0,3.0
733,7.0,0.0,1.0,3.0
734,0.0,0.0,1.0,4.0
735,8.0,-0.0,1.0,2.0
736,8.0,-0.0,1.0,3.0
737,3.0,0.0,1.0,3.0
738,4.0,0.0,2.0,4.0
739,6.0,0.0,1.0,3.0
740,8.0,-0.0,1.0,4.0
741,9.0,-0.0,1.0,3.0
742,1.0,0.0,2.0,4.0
743,7.0,0.0,1.0,4.0
744,2.0,0.0,1.0,2.0
745,5.0,0.0,1.0,3.0
746,9.0,-0.0,1.0,4.0
747,1.0,0.0,2.0,5.0
748,2.0,0.0,1.0,3.0
749,6.0,0.0,1.0,4.0
750,6.0,0.0,1.0,5.0
751,5.0,0.0,1.0,4.0
752,0.0,0.0,1.0,5.0
753,4.0,0.0,2.0,5.0
754,1.0,0.0,2.0,6.0
755,9.0,-0.0,1.0,5.0
756,8.0,-0.0,1.0,5.0
757,5.0,20.000000000000014,2.0,4.0
758,5.0,0.0,2.0,5.0
759,3.0,0.0,1.0,4.0
760,2.0,0.0,1.0,4.0
761,2.0,0.0,1.0,5.0
762,5.0,0.0,2.0,6.0
763,0.0,0.0,1.0,6.0
764,5.0,0.0,2.0,7.0
765,7.0,0.0,1.0,5.0
766,8.0,-0.0,1.0,6.0
767,9.0,-0.0,1.0,6.0
